x3/4 : ['a', 'b', 'c', 'e', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n', 'o', 'p', 'q', 'r', 's', 't', 'u', 'v', 'w', 'x', 'y', 'z']
pc/h : ['b', 'm', 'd', 'j', 'n', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'v', 'e', 'x', 'a', 'o', 'g', 's', 'c', 'y', 'u', 'l', 't']
x2/3 : ['b', 'm', 'j', 'd', 'n', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'v', 'e', 'x', 'a', 'o', 'g', 's', 'c', 'y', 'u', 'l', 't']
s15 : ['i', 'h', 'p', 'v', 'e', 'x', 'a', 'o', 'g', 's', 'c', 'y', 'u', 'l', 't', 'b', 'm', 'j', 'd', 'n', 'q', 'f', 'k', 'w', 'r', 'z']
x5/9 : ['i', 'h', 'p', 'v', 'e', 's', 'a', 'o', 'g', 'x', 'c', 'y', 'u', 'l', 't', 'b', 'm', 'j', 'd', 'n', 'q', 'f', 'k', 'w', 'r', 'z']
s11 : ['b', 'm', 'j', 'd', 'n', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'v', 'e', 's', 'a', 'o', 'g', 'x', 'c', 'y', 'u', 'l', 't']
pb/a : ['a', 'm', 'j', 'd', 'n', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'v', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'u', 'l', 't']
x14/4 : ['a', 'm', 'j', 'd', 'v', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'n', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'u', 'l', 't']
s10 : ['s', 'b', 'o', 'g', 'x', 'c', 'y', 'u', 'l', 't', 'a', 'm', 'j', 'd', 'v', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'n', 'e']
x13/7 : ['s', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'j', 'u', 'v', 'q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'n', 'e']
s11 : ['q', 'f', 'k', 'w', 'r', 'z', 'i', 'h', 'p', 'n', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'j', 'u', 'v']
x6/2 : ['q', 'f', 'i', 'w', 'r', 'z', 'k', 'h', 'p', 'n', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'j', 'u', 'v']
s1 : ['v', 'q', 'f', 'i', 'w', 'r', 'z', 'k', 'h', 'p', 'n', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'j', 'u']
x5/4 : ['v', 'q', 'f', 'i', 'r', 'w', 'z', 'k', 'h', 'p', 'n', 'e', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'j', 'u']
pj/e : ['v', 'q', 'f', 'i', 'r', 'w', 'z', 'k', 'h', 'p', 'n', 'j', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'e', 'u']
x9/3 : ['v', 'q', 'f', 'p', 'r', 'w', 'z', 'k', 'h', 'i', 'n', 'j', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'l', 't', 'a', 'm', 'e', 'u']
ph/l : ['v', 'q', 'f', 'p', 'r', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'g', 'x', 'c', 'y', 'd', 'h', 't', 'a', 'm', 'e', 'u']
x15/4 : ['v', 'q', 'f', 'p', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y', 'd', 'h', 't', 'a', 'm', 'e', 'u']
s3 : ['m', 'e', 'u', 'v', 'q', 'f', 'p', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y', 'd', 'h', 't', 'a']
x5/0 : ['f', 'e', 'u', 'v', 'q', 'm', 'p', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y', 'd', 'h', 't', 'a']
s4 : ['d', 'h', 't', 'a', 'f', 'e', 'u', 'v', 'q', 'm', 'p', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y']
x10/3 : ['d', 'h', 't', 'p', 'f', 'e', 'u', 'v', 'q', 'm', 'a', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y']
s4 : ['r', 'x', 'c', 'y', 'd', 'h', 't', 'p', 'f', 'e', 'u', 'v', 'q', 'm', 'a', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o']
x4/14 : ['r', 'x', 'c', 'y', 'a', 'h', 't', 'p', 'f', 'e', 'u', 'v', 'q', 'm', 'd', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o']
pm/d : ['r', 'x', 'c', 'y', 'a', 'h', 't', 'p', 'f', 'e', 'u', 'v', 'q', 'd', 'm', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o']
x13/9 : ['r', 'x', 'c', 'y', 'a', 'h', 't', 'p', 'f', 'd', 'u', 'v', 'q', 'e', 'm', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o']
s3 : ['s', 'b', 'o', 'r', 'x', 'c', 'y', 'a', 'h', 't', 'p', 'f', 'd', 'u', 'v', 'q', 'e', 'm', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j']
x15/7 : ['s', 'b', 'o', 'r', 'x', 'c', 'y', 'q', 'h', 't', 'p', 'f', 'd', 'u', 'v', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j']
s6 : ['z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'r', 'x', 'c', 'y', 'q', 'h', 't', 'p', 'f', 'd', 'u', 'v', 'a', 'e', 'm', 'g', 'w']
x9/14 : ['z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'c', 'y', 'q', 'r', 't', 'p', 'f', 'd', 'u', 'v', 'a', 'e', 'm', 'g', 'w']
s8 : ['d', 'u', 'v', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'l', 'i', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'c', 'y', 'q', 'r', 't', 'p', 'f']
x2/10 : ['d', 'u', 'l', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'c', 'y', 'q', 'r', 't', 'p', 'f']
s7 : ['c', 'y', 'q', 'r', 't', 'p', 'f', 'd', 'u', 'l', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's', 'b', 'o', 'h', 'x']
x0/4 : ['t', 'y', 'q', 'r', 'c', 'p', 'f', 'd', 'u', 'l', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's', 'b', 'o', 'h', 'x']
s4 : ['b', 'o', 'h', 'x', 't', 'y', 'q', 'r', 'c', 'p', 'f', 'd', 'u', 'l', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's']
x11/6 : ['b', 'o', 'h', 'x', 't', 'y', 'd', 'r', 'c', 'p', 'f', 'q', 'u', 'l', 'a', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's']
pp/a : ['b', 'o', 'h', 'x', 't', 'y', 'd', 'r', 'c', 'a', 'f', 'q', 'u', 'l', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's']
x13/4 : ['b', 'o', 'h', 'x', 'l', 'y', 'd', 'r', 'c', 'a', 'f', 'q', 'u', 't', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'i', 'n', 'j', 's']
s4 : ['i', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'l', 'y', 'd', 'r', 'c', 'a', 'f', 'q', 'u', 't', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'v']
x0/12 : ['c', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u', 't', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'v']
s9 : ['t', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'v', 'c', 'n', 'j', 's', 'b', 'o', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u']
x14/8 : ['t', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'o', 'c', 'n', 'j', 's', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u']
pc/n : ['t', 'p', 'e', 'm', 'g', 'w', 'z', 'k', 'o', 'n', 'c', 'j', 's', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u']
x4/2 : ['t', 'p', 'g', 'm', 'e', 'w', 'z', 'k', 'o', 'n', 'c', 'j', 's', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u']
s14 : ['s', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'i', 'a', 'f', 'q', 'u', 't', 'p', 'g', 'm', 'e', 'w', 'z', 'k', 'o', 'n', 'c', 'j']
x11/9 : ['s', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'f', 'a', 'i', 'q', 'u', 't', 'p', 'g', 'm', 'e', 'w', 'z', 'k', 'o', 'n', 'c', 'j']
pj/k : ['s', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'f', 'a', 'i', 'q', 'u', 't', 'p', 'g', 'm', 'e', 'w', 'z', 'j', 'o', 'n', 'c', 'k']
s14 : ['q', 'u', 't', 'p', 'g', 'm', 'e', 'w', 'z', 'j', 'o', 'n', 'c', 'k', 's', 'b', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'f', 'a', 'i']
x15/10 : ['q', 'u', 't', 'p', 'g', 'm', 'e', 'w', 'z', 'j', 'b', 'n', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'd', 'r', 'f', 'a', 'i']
pd/g : ['q', 'u', 't', 'p', 'd', 'm', 'e', 'w', 'z', 'j', 'b', 'n', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'g', 'r', 'f', 'a', 'i']
x6/7 : ['q', 'u', 't', 'p', 'd', 'm', 'w', 'e', 'z', 'j', 'b', 'n', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'g', 'r', 'f', 'a', 'i']
s8 : ['x', 'l', 'y', 'g', 'r', 'f', 'a', 'i', 'q', 'u', 't', 'p', 'd', 'm', 'w', 'e', 'z', 'j', 'b', 'n', 'c', 'k', 's', 'o', 'v', 'h']
x8/15 : ['x', 'l', 'y', 'g', 'r', 'f', 'a', 'i', 'e', 'u', 't', 'p', 'd', 'm', 'w', 'q', 'z', 'j', 'b', 'n', 'c', 'k', 's', 'o', 'v', 'h']
s8 : ['b', 'n', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'g', 'r', 'f', 'a', 'i', 'e', 'u', 't', 'p', 'd', 'm', 'w', 'q', 'z', 'j']
pm/j : ['b', 'n', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'g', 'r', 'f', 'a', 'i', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
x11/1 : ['b', 'g', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'n', 'r', 'f', 'a', 'i', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
pg/a : ['b', 'a', 'c', 'k', 's', 'o', 'v', 'h', 'x', 'l', 'y', 'n', 'r', 'f', 'g', 'i', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
x5/8 : ['b', 'a', 'c', 'k', 's', 'x', 'v', 'h', 'o', 'l', 'y', 'n', 'r', 'f', 'g', 'i', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
pk/i : ['b', 'a', 'c', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'y', 'n', 'r', 'f', 'g', 'k', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
x10/2 : ['b', 'a', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'c', 'n', 'r', 'f', 'g', 'k', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm']
s13 : ['f', 'g', 'k', 'e', 'u', 't', 'p', 'd', 'j', 'w', 'q', 'z', 'm', 'b', 'a', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'c', 'n', 'r']
x5/14 : ['f', 'g', 'k', 'e', 'u', 'a', 'p', 'd', 'j', 'w', 'q', 'z', 'm', 'b', 't', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'c', 'n', 'r']
s15 : ['z', 'm', 'b', 't', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'c', 'n', 'r', 'f', 'g', 'k', 'e', 'u', 'a', 'p', 'd', 'j', 'w', 'q']
x1/15 : ['z', 'f', 'b', 't', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'l', 'c', 'n', 'r', 'm', 'g', 'k', 'e', 'u', 'a', 'p', 'd', 'j', 'w', 'q']
pl/m : ['z', 'f', 'b', 't', 'y', 'i', 's', 'x', 'v', 'h', 'o', 'm', 'c', 'n', 'r', 'l', 'g', 'k', 'e', 'u', 'a', 'p', 'd', 'j', 'w', 'q']
x5/14 : ['z', 'f', 'b', 't', 'y', 'r', 's', 'x', 'v', 'h', 'o', 'm', 'c', 'n', 'i', 'l', 'g', 'k', 'e', 'u', 'a', 'p', 'd', 'j', 'w', 'q']
s3 : ['j', 'w', 'q', 'z', 'f', 'b', 't', 'y', 'r', 's', 'x', 'v', 'h', 'o', 'm', 'c', 'n', 'i', 'l', 'g', 'k', 'e', 'u', 'a', 'p', 'd']
x10/3 : ['j', 'w', 'q', 'x', 'f', 'b', 't', 'y', 'r', 's', 'z', 'v', 'h', 'o', 'm', 'c', 'n', 'i', 'l', 'g', 'k', 'e', 'u', 'a', 'p', 'd']
pj/g : ['g', 'w', 'q', 'x', 'f', 'b', 't', 'y', 'r', 's', 'z', 'v', 'h', 'o', 'm', 'c', 'n', 'i', 'l', 'j', 'k', 'e', 'u', 'a', 'p', 'd']
x13/9 : ['g', 'w', 'q', 'x', 'f', 'b', 't', 'y', 'r', 'o', 'z', 'v', 'h', 's', 'm', 'c', 'n', 'i', 'l', 'j', 'k', 'e', 'u', 'a', 'p', 'd']
ph/p : ['g', 'w', 'q', 'x', 'f', 'b', 't', 'y', 'r', 'o', 'z', 'v', 'p', 's', 'm', 'c', 'n', 'i', 'l', 'j', 'k', 'e', 'u', 'a', 'h', 'd']
x5/2 : ['g', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'o', 'z', 'v', 'p', 's', 'm', 'c', 'n', 'i', 'l', 'j', 'k', 'e', 'u', 'a', 'h', 'd']
pi/o : ['g', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'p', 's', 'm', 'c', 'n', 'o', 'l', 'j', 'k', 'e', 'u', 'a', 'h', 'd']
x15/12 : ['g', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'c', 's', 'm', 'p', 'n', 'o', 'l', 'j', 'k', 'e', 'u', 'a', 'h', 'd']
s11 : ['p', 'n', 'o', 'l', 'j', 'k', 'e', 'u', 'a', 'h', 'd', 'g', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'c', 's', 'm']
x6/10 : ['p', 'n', 'o', 'l', 'j', 'k', 'd', 'u', 'a', 'h', 'e', 'g', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'c', 's', 'm']
pg/l : ['p', 'n', 'o', 'g', 'j', 'k', 'd', 'u', 'a', 'h', 'e', 'l', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'c', 's', 'm']
x8/5 : ['p', 'n', 'o', 'g', 'j', 'a', 'd', 'u', 'k', 'h', 'e', 'l', 'w', 'b', 'x', 'f', 'q', 't', 'y', 'r', 'i', 'z', 'v', 'c', 's', 'm']
s8 : ['y', 'r', 'i', 'z', 'v', 'c', 's', 'm', 'p', 'n', 'o', 'g', 'j', 'a', 'd', 'u', 'k', 'h', 'e', 'l', 'w', 'b', 'x', 'f', 'q', 't']
x4/13 : ['y', 'r', 'i', 'z', 'a', 'c', 's', 'm', 'p', 'n', 'o', 'g', 'j', 'v', 'd', 'u', 'k', 'h', 'e', 'l', 'w', 'b', 'x', 'f', 'q', 't']
pe/k : ['y', 'r', 'i', 'z', 'a', 'c', 's', 'm', 'p', 'n', 'o', 'g', 'j', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 't']
x3/0 : ['z', 'r', 'i', 'y', 'a', 'c', 's', 'm', 'p', 'n', 'o', 'g', 'j', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 't']
pn/j : ['z', 'r', 'i', 'y', 'a', 'c', 's', 'm', 'p', 'j', 'o', 'g', 'n', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 't']
x2/5 : ['z', 'r', 'c', 'y', 'a', 'i', 's', 'm', 'p', 'j', 'o', 'g', 'n', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 't']
s3 : ['f', 'q', 't', 'z', 'r', 'c', 'y', 'a', 'i', 's', 'm', 'p', 'j', 'o', 'g', 'n', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x']
x10/8 : ['f', 'q', 't', 'z', 'r', 'c', 'y', 'a', 'm', 's', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'd', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x']
pd/m : ['f', 'q', 't', 'z', 'r', 'c', 'y', 'a', 'd', 's', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x']
s10 : ['v', 'm', 'u', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 't', 'z', 'r', 'c', 'y', 'a', 'd', 's', 'i', 'p', 'j', 'o', 'g', 'n']
x2/12 : ['v', 'm', 't', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 'u', 'z', 'r', 'c', 'y', 'a', 'd', 's', 'i', 'p', 'j', 'o', 'g', 'n']
s14 : ['u', 'z', 'r', 'c', 'y', 'a', 'd', 's', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm', 't', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q']
x0/7 : ['s', 'z', 'r', 'c', 'y', 'a', 'd', 'u', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm', 't', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q']
s10 : ['t', 'e', 'h', 'k', 'l', 'w', 'b', 'x', 'f', 'q', 's', 'z', 'r', 'c', 'y', 'a', 'd', 'u', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm']
x15/3 : ['t', 'e', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'q', 's', 'z', 'r', 'c', 'y', 'k', 'd', 'u', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm']
s15 : ['z', 'r', 'c', 'y', 'k', 'd', 'u', 'i', 'p', 'j', 'o', 'g', 'n', 'v', 'm', 't', 'e', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'q', 's']
x6/13 : ['z', 'r', 'c', 'y', 'k', 'd', 'v', 'i', 'p', 'j', 'o', 'g', 'n', 'u', 'm', 't', 'e', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'q', 's']
s14 : ['n', 'u', 'm', 't', 'e', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'q', 's', 'z', 'r', 'c', 'y', 'k', 'd', 'v', 'i', 'p', 'j', 'o', 'g']
x4/0 : ['e', 'u', 'm', 't', 'n', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'q', 's', 'z', 'r', 'c', 'y', 'k', 'd', 'v', 'i', 'p', 'j', 'o', 'g']
s15 : ['f', 'q', 's', 'z', 'r', 'c', 'y', 'k', 'd', 'v', 'i', 'p', 'j', 'o', 'g', 'e', 'u', 'm', 't', 'n', 'h', 'a', 'l', 'w', 'b', 'x']
x11/6 : ['f', 'q', 's', 'z', 'r', 'c', 'p', 'k', 'd', 'v', 'i', 'y', 'j', 'o', 'g', 'e', 'u', 'm', 't', 'n', 'h', 'a', 'l', 'w', 'b', 'x']
s2 : ['b', 'x', 'f', 'q', 's', 'z', 'r', 'c', 'p', 'k', 'd', 'v', 'i', 'y', 'j', 'o', 'g', 'e', 'u', 'm', 't', 'n', 'h', 'a', 'l', 'w']
x3/13 : ['b', 'x', 'f', 'y', 's', 'z', 'r', 'c', 'p', 'k', 'd', 'v', 'i', 'q', 'j', 'o', 'g', 'e', 'u', 'm', 't', 'n', 'h', 'a', 'l', 'w']
s8 : ['u', 'm', 't', 'n', 'h', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'z', 'r', 'c', 'p', 'k', 'd', 'v', 'i', 'q', 'j', 'o', 'g', 'e']
x4/14 : ['u', 'm', 't', 'n', 'r', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'z', 'h', 'c', 'p', 'k', 'd', 'v', 'i', 'q', 'j', 'o', 'g', 'e']
ph/k : ['u', 'm', 't', 'n', 'r', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'z', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'o', 'g', 'e']
s2 : ['g', 'e', 'u', 'm', 't', 'n', 'r', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'z', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'o']
x15/6 : ['g', 'e', 'u', 'm', 't', 'n', 'z', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'r', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'o']
pe/o : ['g', 'o', 'u', 'm', 't', 'n', 'z', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 's', 'r', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'e']
x3/14 : ['g', 'o', 'u', 's', 't', 'n', 'z', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 'm', 'r', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'e']
s11 : ['r', 'k', 'c', 'p', 'h', 'd', 'v', 'i', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 'm']
x1/7 : ['r', 'i', 'c', 'p', 'h', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'a', 'l', 'w', 'b', 'x', 'f', 'y', 'm']
s7 : ['l', 'w', 'b', 'x', 'f', 'y', 'm', 'r', 'i', 'c', 'p', 'h', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'a']
x2/11 : ['l', 'w', 'h', 'x', 'f', 'y', 'm', 'r', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'a']
pa/l : ['a', 'w', 'h', 'x', 'f', 'y', 'm', 'r', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'l']
x3/0 : ['x', 'w', 'h', 'a', 'f', 'y', 'm', 'r', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'o', 'u', 's', 't', 'n', 'z', 'l']
pf/o : ['x', 'w', 'h', 'a', 'o', 'y', 'm', 'r', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'f', 'u', 's', 't', 'n', 'z', 'l']
x4/7 : ['x', 'w', 'h', 'a', 'r', 'y', 'm', 'o', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'g', 'f', 'u', 's', 't', 'n', 'z', 'l']
s10 : ['j', 'e', 'g', 'f', 'u', 's', 't', 'n', 'z', 'l', 'x', 'w', 'h', 'a', 'r', 'y', 'm', 'o', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q']
x11/6 : ['j', 'e', 'g', 'f', 'u', 's', 'w', 'n', 'z', 'l', 'x', 't', 'h', 'a', 'r', 'y', 'm', 'o', 'i', 'c', 'p', 'b', 'd', 'v', 'k', 'q']
pg/i : ['j', 'e', 'i', 'f', 'u', 's', 'w', 'n', 'z', 'l', 'x', 't', 'h', 'a', 'r', 'y', 'm', 'o', 'g', 'c', 'p', 'b', 'd', 'v', 'k', 'q']
s6 : ['p', 'b', 'd', 'v', 'k', 'q', 'j', 'e', 'i', 'f', 'u', 's', 'w', 'n', 'z', 'l', 'x', 't', 'h', 'a', 'r', 'y', 'm', 'o', 'g', 'c']
pj/n : ['p', 'b', 'd', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's', 'w', 'j', 'z', 'l', 'x', 't', 'h', 'a', 'r', 'y', 'm', 'o', 'g', 'c']
s14 : ['w', 'j', 'z', 'l', 'x', 't', 'h', 'a', 'r', 'y', 'm', 'o', 'g', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
x9/4 : ['w', 'j', 'z', 'l', 'y', 't', 'h', 'a', 'r', 'x', 'm', 'o', 'g', 'c', 'p', 'b', 'd', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
ph/d : ['w', 'j', 'z', 'l', 'y', 't', 'd', 'a', 'r', 'x', 'm', 'o', 'g', 'c', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
x2/12 : ['w', 'j', 'g', 'l', 'y', 't', 'd', 'a', 'r', 'x', 'm', 'o', 'z', 'c', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
s13 : ['c', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's', 'w', 'j', 'g', 'l', 'y', 't', 'd', 'a', 'r', 'x', 'm', 'o', 'z']
x13/0 : ['w', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's', 'c', 'j', 'g', 'l', 'y', 't', 'd', 'a', 'r', 'x', 'm', 'o', 'z']
s13 : ['c', 'j', 'g', 'l', 'y', 't', 'd', 'a', 'r', 'x', 'm', 'o', 'z', 'w', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
x3/8 : ['c', 'j', 'g', 'r', 'y', 't', 'd', 'a', 'l', 'x', 'm', 'o', 'z', 'w', 'p', 'b', 'h', 'v', 'k', 'q', 'n', 'e', 'i', 'f', 'u', 's']
